instance_id,repo,upstream_repo,base_commit,language,generation_method,generation_method_raw,method_family,trajectory_count,fail_to_pass_count,pass_to_pass_count,patch_bytes,image_name
python-openxml__python-docx.0cf6d71f.func_pm_remove_assign__45pxsnec,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,e0f8fe3c8bdc783eae08c00e252f65ed099d0861,python,func_pm_remove_assign,func_pm_remove_assign,procedural,1,12,1465,1165,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.func_pm_remove_assign__9qohcaso,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,553c508445402e15fbb2eb42f49ec33a8d23dc5d,python,func_pm_remove_assign,func_pm_remove_assign,procedural,1,125,1352,662,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.func_pm_remove_cond__porv66vy,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,1afb3be46f3bd39ebdcc92028277b8817a32d1fa,python,func_pm_remove_cond,func_pm_remove_cond,procedural,1,1,1476,753,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__2v1akx3b,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,64d85d4a224c5d13f602c377392adc1077a9a34a,python,lm_rewrite,lm_rewrite,llm,1,1,1476,684,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__4ptt0wt4,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,abb18e1316f0571c3651e7eaa2bea60d2aa24788,python,lm_rewrite,lm_rewrite,llm,1,3,1474,700,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__5hx421id,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,2df0c57188987a91ac47dd6ddb28189ceca58608,python,lm_rewrite,lm_rewrite,llm,1,3,1474,791,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__63e87gh1,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,742623e2d73a5a003d27fee389d40472c84d3e5f,python,lm_rewrite,lm_rewrite,llm,1,2,1475,1253,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__63jkbhah,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,021b9c662e6dc968e1966745e4af2efc8d721637,python,lm_rewrite,lm_rewrite,llm,1,10,1467,853,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__7pza522h,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,6120a76b86ab149faa151afa08a5355086bee5b3,python,lm_rewrite,lm_rewrite,llm,1,3,1474,2765,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__8sjzeyh0,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,4ab26f2cbe6f8a5937eb889b0343cc4fc22fdbb5,python,lm_rewrite,lm_rewrite,llm,1,4,1473,903,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__a1xvq2ay,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,6fd81e819af9954e6a512d7c8061b26a29a897e1,python,lm_rewrite,lm_rewrite,llm,1,5,1470,2069,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__apdnkubr,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,18bcfe0e7e8c246662e34439b56e03a9f72db793,python,lm_rewrite,lm_rewrite,llm,1,4,1473,1111,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__at3jvytp,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,36edb101a03714828fc44ecde26cb0570c0b5ff8,python,lm_rewrite,lm_rewrite,llm,1,4,1473,2196,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__b625srzk,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,3e23b611387ef7c4887d5ae87a20f0385eac4fd2,python,lm_rewrite,lm_rewrite,llm,1,1,1476,1781,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__ecp1q6vo,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,c86922b6293e4b91a294b91b9d39820d06ab6bb5,python,lm_rewrite,lm_rewrite,llm,1,6,1471,1337,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__ehc3pdgz,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,606e179e890a53b08fada74e24cab338460670c5,python,lm_rewrite,lm_rewrite,llm,1,1,1476,624,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__jv7un8hq,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,0a419bac680a40219e44a77bfe19f7af79020eed,python,lm_rewrite,lm_rewrite,llm,1,1,1476,661,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__l6qhe7eh,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,63dc337b8f9f13d5c23d71ec99aaa4fbc45655f0,python,lm_rewrite,lm_rewrite,llm,1,1,1476,2039,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__mrsllmn6,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,44a831786b48113d1f3a03c05d22e8166c5ccc25,python,lm_rewrite,lm_rewrite,llm,1,8,1469,781,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__n9uqv6tp,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,d6588ec9479f8f5235343fac7de373d45738bd50,python,lm_rewrite,lm_rewrite,llm,1,1,1476,458,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__oikiuk64,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,a43ad44279342e0c32dc07d24f20704a56c23865,python,lm_rewrite,lm_rewrite,llm,1,3,1474,1642,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__rm3gxhmv,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,49bc99522589e86cb217ffa7c0b1262b4d80c6de,python,lm_rewrite,lm_rewrite,llm,1,4,1473,1589,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__vyjqlr35,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,2a74d55d621b357b1ebf5ba1f5fd821e0f3eb2c1,python,lm_rewrite,lm_rewrite,llm,1,10,1465,695,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-openxml__python-docx.0cf6d71f.lm_rewrite__wxfm88xy,swesmith/python-openxml__python-docx.0cf6d71f,python-openxml/python-docx,d8aea88914cc57755316e5cc002c8ac074eb8cd6,python,lm_rewrite,lm_rewrite,llm,1,2,1475,1307,swesmith.x86_64.python-openxml__python-docx.0cf6d71f
python-trio__trio.cfbbe2c1.combine_file__3vjfdfsi,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,3451c97ed53875bf78ec7b6cf76118e199fb9b53,python,combine_file,combine_file,combine,2,26,704,3629,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.combine_file__og8n2hh5,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,e9a187938e4ad842a1204aa2cc381f9a7b3d7a71,python,combine_file,combine_file,combine,2,7,723,2349,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.combine_file__s0qzni72,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,955ae5226c809408f54ae314012c4ce27a60ba9e,python,combine_file,combine_file,combine,1,313,417,1942,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.func_pm_class_rm_base__nj3r46vl,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,4d80eb0a2bfeecd58423df812498ea0c2378ab20,python,func_pm_class_rm_base,func_pm_class_rm_base,procedural,1,590,140,752,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.func_pm_class_rm_funcs__z53t7qz3,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,ed61778d4e38ac326f7a09641c832188a31a1676,python,func_pm_class_rm_funcs,func_pm_class_rm_funcs,procedural,1,4,680,1901,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.func_pm_ctrl_invert_if__1vkm7sgj,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,1c038dd08b6ff279637582c0d6219f63723d3748,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,22,708,746,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.func_pm_ctrl_invert_if__6zpk883y,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,9b0e6a3deacc0690fbbe861a3ee5b708dd4744aa,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,1,729,443,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.func_pm_ctrl_invert_if__iq10sqad,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,736f09763f946b7e128198fdc07748034dde59fc,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,2,728,771,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.func_pm_ctrl_shuffle__0g9hubd8,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,8e0ef6c3b896a3e7474cb1468b96a7e5da766eac,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,2,728,777,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.func_pm_ctrl_shuffle__csc4qo6l,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,a30d742341212c480b31c29f9d0b120cddb2ec8a,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,48,681,706,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.func_pm_ctrl_shuffle__eh1nep0y,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,d09c32289e62603fdbfaa6f8f62d0f3e8847bfd2,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,3,727,1569,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.func_pm_op_swap__qwkl66e5,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,667579357b901c3eca40eaa9cc7d85fbf8d6bc24,python,func_pm_op_swap,func_pm_op_swap,procedural,1,460,270,802,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.func_pm_remove_assign__d9fa8h8e,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,fcd74958e6e4ad6b5779b28dcd953c07d93299ea,python,func_pm_remove_assign,func_pm_remove_assign,procedural,1,580,149,873,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__0148iwbh,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,7f5570b1960b5c5278e1ff4c7ebf97c110a7506a,python,lm_rewrite,lm_rewrite,llm,1,3,727,2597,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__15dap547,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,0cc500f7509fa7788b9aa58518d3fda43fee701d,python,lm_rewrite,lm_rewrite,llm,1,2,728,1527,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__25x9y26w,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,61b357e5b6b942d7b0b8aef8730e162b6b75bcf9,python,lm_rewrite,lm_rewrite,llm,1,3,727,1089,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__2har2adr,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,e45c2221988b1593b9876753266cdf5e42f4b478,python,lm_rewrite,lm_rewrite,llm,1,9,721,2005,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__2owrhioy,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,e14192842cdb0069f17d157d1661e2943fd0389b,python,lm_rewrite,lm_rewrite,llm,1,6,724,1227,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__3d7emv0m,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,d298cdc05e2463b41509d78a32e814388732af47,python,lm_rewrite,lm_rewrite,llm,1,3,727,2764,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__4ss5l5qu,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,6afaface643d376e23c16c2d7fb024ddc8ff6e80,python,lm_rewrite,lm_rewrite,llm,1,1,729,1934,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__5mw4n9fv,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,766298ad54be99bdac3718643e9c2ef902f2c966,python,lm_rewrite,lm_rewrite,llm,1,1,729,1142,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__6y3hq768,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,15710d1643b7f3c596378aa862aadc4af2c80fbd,python,lm_rewrite,lm_rewrite,llm,1,1,729,1268,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__8c66tu2y,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,4304cb6c9cc61dd663fbdabdfd9f9a440767beb7,python,lm_rewrite,lm_rewrite,llm,1,681,49,968,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__9bv198am,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,58b013dc2927d966eecf245dafb919968ad3848f,python,lm_rewrite,lm_rewrite,llm,1,1,729,728,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__afl00n70,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,5d14edc133f489a13004ec8bdde3dcdaf8e9a5eb,python,lm_rewrite,lm_rewrite,llm,1,1,729,1289,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__c60ts23f,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,974d90415a7f238e9ea7ac9dc96c0f1e5f381590,python,lm_rewrite,lm_rewrite,llm,1,1,729,1234,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__cqmyn88x,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,b68686eb31515dea45fbc2526c5fe64168962877,python,lm_rewrite,lm_rewrite,llm,1,2,728,788,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__d8w3osa0,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,48e9dcd7c7cb36084b80f6f763388c956e296402,python,lm_rewrite,lm_rewrite,llm,1,1,729,938,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__dizupvj6,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,e5af92dd8e53c1f326beae96036dd11f6ed07445,python,lm_rewrite,lm_rewrite,llm,1,1,729,1843,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__dv4lz0f1,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,9f5bbb4ac434fdb461b4d230b412e2de06c3e4c6,python,lm_rewrite,lm_rewrite,llm,1,106,624,1933,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__fk4sug43,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,6fdd9527e00ae8270fb2a8af7458a60d9b77bd6b,python,lm_rewrite,lm_rewrite,llm,1,1,729,1109,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__j3lwqhrf,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,f20fcf8e624f4fb06a82bc7158baa207ecd6876d,python,lm_rewrite,lm_rewrite,llm,1,2,728,1247,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__m6s6dapo,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,7f325d5bcba401c4a2624932e8fa38072b14a058,python,lm_rewrite,lm_rewrite,llm,1,27,703,1764,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__o14ukjf3,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,bcadc38b9c057f56d99976771af045529b575e8f,python,lm_rewrite,lm_rewrite,llm,1,2,728,969,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__t5gdbfy9,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,30d876ea19f11b5f9b00c69b9509d8541de3c364,python,lm_rewrite,lm_rewrite,llm,1,1,729,1420,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__tvnipf8x,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,7fbb5d269701d5051106972869b65fc52c7d1dba,python,lm_rewrite,lm_rewrite,llm,1,1,729,544,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.lm_rewrite__uhrd1ebw,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,cfba9b8cddfd9f8a2c2f7a59ff3e7739d9672c42,python,lm_rewrite,lm_rewrite,llm,1,5,725,1685,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.pr_2877,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,097ca740aea48974a59a55e3458def3a59245f04,python,pr_mirror,pr_2877,mirror,1,730,0,1824,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.pr_2932,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,8d0b6b18df6f36106a9d66186628da9e3ca0a9d6,python,pr_mirror,pr_2932,mirror,1,730,0,3309,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.pr_2955,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,6d5c67c78cda747551497fd60d3bd856fe2d9449,python,pr_mirror,pr_2955,mirror,1,8,722,637,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.pr_2959,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,e34a033aa29a8ea650f10a13936dd689e0fc8926,python,pr_mirror,pr_2959,mirror,1,730,0,23326,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.pr_2972,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,e21fc1bd0504918d6152d5bcfd968adf47c48a45,python,pr_mirror,pr_2972,mirror,2,730,0,3847,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.pr_2997,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,4a7c8c7a8f29010fe17287c172a8f04d3939d508,python,pr_mirror,pr_2997,mirror,1,730,0,652,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.pr_3096,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,4ef3cede34b576ca20d3c294e088fe80e71a17d4,python,pr_mirror,pr_3096,mirror,3,1,729,1328,swesmith.x86_64.python-trio__trio.cfbbe2c1
python-trio__trio.cfbbe2c1.pr_3214,swesmith/python-trio__trio.cfbbe2c1,python-trio/trio,46fa2903ed2144548877e0472d421efa91d0270c,python,pr_mirror,pr_3214,mirror,1,15,714,863,swesmith.x86_64.python-trio__trio.cfbbe2c1
python__mypy.e93f06ce.pr_10036,swesmith/python__mypy.e93f06ce,python/mypy,3bce846ef78e53a951db7efbcedfabdbc5784f10,python,pr_mirror,pr_10036,mirror,3,1,1,594,swesmith.x86_64.python__mypy.e93f06ce
python__mypy.e93f06ce.pr_10424,swesmith/python__mypy.e93f06ce,python/mypy,94e7ad9be56b4a96688368c34f9fc8cacf19be7f,python,pr_mirror,pr_10424,mirror,3,1,0,775,swesmith.x86_64.python__mypy.e93f06ce
python__mypy.e93f06ce.pr_10430,swesmith/python__mypy.e93f06ce,python/mypy,d188c90a31c19fb65a020a179c2548fea9594ed0,python,pr_mirror,pr_10430,mirror,3,1,9,314,swesmith.x86_64.python__mypy.e93f06ce
python__mypy.e93f06ce.pr_11134,swesmith/python__mypy.e93f06ce,python/mypy,d99669ce82055f51639c2c091ae680427d7ef1ee,python,pr_mirror,pr_11134,mirror,3,2,0,836,swesmith.x86_64.python__mypy.e93f06ce
python__mypy.e93f06ce.pr_11135,swesmith/python__mypy.e93f06ce,python/mypy,fff7a3e18533a62e941d101e893668788bee8a0d,python,pr_mirror,pr_11135,mirror,3,1,3,3519,swesmith.x86_64.python__mypy.e93f06ce
python__mypy.e93f06ce.pr_11567,swesmith/python__mypy.e93f06ce,python/mypy,b7523ae47b9632e3f67a338ea40cee7da2e7371a,python,pr_mirror,pr_11567,mirror,3,1,0,882,swesmith.x86_64.python__mypy.e93f06ce
python__mypy.e93f06ce.pr_11632,swesmith/python__mypy.e93f06ce,python/mypy,ff08d47f0daf19b334aa4c5ce1505dd694e5726d,python,pr_mirror,pr_11632,mirror,3,1,0,709,swesmith.x86_64.python__mypy.e93f06ce
python__mypy.e93f06ce.pr_11972,swesmith/python__mypy.e93f06ce,python/mypy,b50472e2edddf95d78d4277fadf6d27fc735f12f,python,pr_mirror,pr_11972,mirror,3,1,0,579,swesmith.x86_64.python__mypy.e93f06ce
python__mypy.e93f06ce.pr_12943,swesmith/python__mypy.e93f06ce,python/mypy,5594795573406dbcff596610b86eb6b74c0b1284,python,pr_mirror,pr_12943,mirror,3,1,0,661,swesmith.x86_64.python__mypy.e93f06ce
python__mypy.e93f06ce.pr_12951,swesmith/python__mypy.e93f06ce,python/mypy,ad2debfa2bfb202622bfd469770c66c61aa8ea39,python,pr_mirror,pr_12951,mirror,3,1,0,1665,swesmith.x86_64.python__mypy.e93f06ce
python__mypy.e93f06ce.pr_15155,swesmith/python__mypy.e93f06ce,python/mypy,462da53517932409050453eaaec5435c1ccafc47,python,pr_mirror,pr_15155,mirror,3,1,0,5749,swesmith.x86_64.python__mypy.e93f06ce
python__mypy.e93f06ce.pr_15392,swesmith/python__mypy.e93f06ce,python/mypy,74f394f78a2c762552b303f9f5c7c2c5a6550b5d,python,pr_mirror,pr_15392,mirror,3,1,0,553,swesmith.x86_64.python__mypy.e93f06ce
python__mypy.e93f06ce.pr_15976,swesmith/python__mypy.e93f06ce,python/mypy,6df28f22588d1a9ee8d8a6c3c6b9bb8e25f2165e,python,pr_mirror,pr_15976,mirror,2,2,2,1219,swesmith.x86_64.python__mypy.e93f06ce
python__mypy.e93f06ce.pr_16061,swesmith/python__mypy.e93f06ce,python/mypy,d0c8c756fc98ef4d4420d2cc450bfcdc5779bb4c,python,pr_mirror,pr_16061,mirror,3,1,1,937,swesmith.x86_64.python__mypy.e93f06ce
python__mypy.e93f06ce.pr_16203,swesmith/python__mypy.e93f06ce,python/mypy,4b326d55ce09e067751d685aa1d24992e4b1d461,python,pr_mirror,pr_16203,mirror,3,1,2,9245,swesmith.x86_64.python__mypy.e93f06ce
python__mypy.e93f06ce.pr_16869,swesmith/python__mypy.e93f06ce,python/mypy,2fccc41da264c818ec58e7a2990852188c9247b3,python,pr_mirror,pr_16869,mirror,3,2,4,751,swesmith.x86_64.python__mypy.e93f06ce
python__mypy.e93f06ce.pr_5617,swesmith/python__mypy.e93f06ce,python/mypy,85ada3f66c874c1b3a4544000c685e8ee1c85e72,python,pr_mirror,pr_5617,mirror,3,1,1,591,swesmith.x86_64.python__mypy.e93f06ce
pyupio__safety.7654596b.combine_file__ql1q2but,swesmith/pyupio__safety.7654596b,pyupio/safety,867f3b8f76977336d494e53a38f23e134f7f2b4e,python,combine_file,combine_file,combine,1,6,112,3757,swesmith.x86_64.pyupio__safety.7654596b
pyupio__safety.7654596b.func_pm_class_rm_base__s4o5c2q2,swesmith/pyupio__safety.7654596b,pyupio/safety,0244959ecef91859b3252c9ef3e0fbaf2c1380a1,python,func_pm_class_rm_base,func_pm_class_rm_base,procedural,1,54,64,723,swesmith.x86_64.pyupio__safety.7654596b
pyupio__safety.7654596b.func_pm_class_rm_funcs__jbgwqliu,swesmith/pyupio__safety.7654596b,pyupio/safety,dd3be14dab90d67dbf81ef61481e6deeef0f9cdf,python,func_pm_class_rm_funcs,func_pm_class_rm_funcs,procedural,1,1,117,7062,swesmith.x86_64.pyupio__safety.7654596b
pyupio__safety.7654596b.func_pm_ctrl_invert_if__wog9elur,swesmith/pyupio__safety.7654596b,pyupio/safety,4799b081f49ed08a52e75502cd5036599bc547ab,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,3,115,1041,swesmith.x86_64.pyupio__safety.7654596b
pyupio__safety.7654596b.func_pm_ctrl_shuffle__04fte21i,swesmith/pyupio__safety.7654596b,pyupio/safety,e0ceda61da557640b84b4f03a0a021a396572cc2,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,25,93,914,swesmith.x86_64.pyupio__safety.7654596b
pyupio__safety.7654596b.func_pm_ctrl_shuffle__1cb8w9bd,swesmith/pyupio__safety.7654596b,pyupio/safety,da57f05a55b2bac5473b07a8ca7cec4f9e81ca22,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,9,109,1378,swesmith.x86_64.pyupio__safety.7654596b
pyupio__safety.7654596b.func_pm_ctrl_shuffle__2c5uapiw,swesmith/pyupio__safety.7654596b,pyupio/safety,511b030749ede35b43b93e71b8979de53fd452f0,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,4,114,1322,swesmith.x86_64.pyupio__safety.7654596b
pyupio__safety.7654596b.func_pm_ctrl_shuffle__2ks0p0er,swesmith/pyupio__safety.7654596b,pyupio/safety,bdd5b41205ad72d7911de7092d790564aa3a898f,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,9,109,987,swesmith.x86_64.pyupio__safety.7654596b
pyupio__safety.7654596b.func_pm_ctrl_shuffle__bzdn4go0,swesmith/pyupio__safety.7654596b,pyupio/safety,a91d9ce342d055332e55badb7404a61583249641,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,1,117,1023,swesmith.x86_64.pyupio__safety.7654596b
